Electoral district name,Political affiliation,Given name,Surname,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
Vancouver Fraserview--South Burnaby,Conservative,Avi,Nayyar,18500,35.7,0,51847
Vancouver Fraserview--South Burnaby,People's Party - PPC,"Desiderio Magtanggol ""Bon""",Reyes,482,0.9,0,51847
Vancouver Fraserview--South Burnaby,Liberal,Gregor,Robertson,27117,52.3,0,51847
Vancouver Granville,Green Party,Jerry,Kroll,945,1.6,0,59576
Vancouver Granville,Liberal,Taleeb,Noormohamed,37009,62.1,0,59576
Vancouver Granville,Conservative,Marie,Rogers,17133,28.8,0,59576
Vancouver Granville,NDP-New Democratic Party,Sukhi Singh,Sahota,4489,7.5,0,59576
Vancouver Kingsway,Conservative,Ravinder,Bhatia,12352,24.5,0,50357
Vancouver Kingsway,NDP-New Democratic Party,Don,Davies,18747,37.2,0,50357
Vancouver Kingsway,Liberal,Amy K.,Gill,18437,36.6,0,50357
Vancouver Kingsway,Green Party,Imtiaz,Popat,499,1,0,50357
Vancouver Kingsway,People's Party - PPC,Fiona,Wang,322,0.6,0,50357
Vancouver Quadra,Conservative,Ken,Charko,17008,30.4,0,55997
Vancouver Quadra,Green Party,Tom,Digby,1027,1.8,0,55997
Vancouver Quadra,People's Party - PPC,John Odan,Ede,265,0.5,0,55997
Vancouver Quadra,NDP-New Democratic Party,Alim,Fakirani,2391,4.3,0,55997
Vancouver Quadra,Liberal,Wade,Grant,35306,63,0,55997
Vernon--Lake Country--Monashee,Conservative,Scott,Anderson,33852,50.5,0,67093
Vernon--Lake Country--Monashee,NDP-New Democratic Party,Leah Ellen,Main,3422,5.1,0,67093
Vernon--Lake Country--Monashee,Liberal,Anna Warwick,Sears,28714,42.8,0,67093
Vernon--Lake Country--Monashee,Green Party,Blair,Visscher,1105,1.6,0,67093
Victoria,NDP-New Democratic Party,Laurel,Collins,18864,24.9,0,75715
Victoria,Green Party,Michael,Doherty,2331,3.1,0,75715
Victoria,Independent,Steve,Filipovic,83,0.1,0,75715
Victoria,Parti Rhinocéros Party,Cody,Fraser,108,0.1,0,75715
Victoria,Liberal,Will,Greaves,41100,54.3,0,75715
Victoria,People's Party - PPC,David,Mohr,278,0.4,0,75715
Victoria,Christian Heritage Party,Mary,Moreau,83,0.1,0,75715
Victoria,Conservative,Angus,Ross,12868,17,0,75715
West Vancouver--Sunshine Coast--Sea to Sky Country,People's Party - PPC,Peyman,Askari,308,0.5,0,64175
West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party,Lauren,Greenlaw,2205,3.4,0,64175
West Vancouver--Sunshine Coast--Sea to Sky Country,Parti Rhinocéros Party,Gordon,Jeffrey,100,0.2,0,64175
West Vancouver--Sunshine Coast--Sea to Sky Country,NDP-New Democratic Party,Jäger,Rosenberg,2077,3.2,0,64175
West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative,Keith,Roy,21124,32.9,0,64175
West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,Patrick,Weiler,38361,59.8,0,64175
Yukon,Green Party,Gabrielle,Dupont,474,2.1,0,22656
Yukon,Liberal,Brendan,Hanley,12019,53,0,22656
Yukon,Conservative,Ryan,Leef,8724,38.5,0,22656
Yukon,NDP-New Democratic Party,Katherine,McCallum,1439,6.4,0,22656
Northwest Territories,Liberal,Rebecca,Alty,8854,53.8,0,16470
Northwest Territories,Green Party,Rainbow,Eyes,171,1,0,16470
Northwest Territories,Conservative,Kimberly,Fairman,5462,33.2,0,16470
Northwest Territories,NDP-New Democratic Party,Kelvin,Kotchilea,1983,12,0,16470
Nunavut,Conservative,James T.,Arreak,2055,26.1,0,7868
Nunavut,NDP-New Democratic Party,Lori,Idlout,2945,37.4,0,7868
Nunavut,Liberal,Kilikvak,Kabloona,2868,36.5,0,7868
