Electoral district name,Political affiliation,Given name,Surname,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
Joliette--Manawan,Bloc Québécois,Gabriel,Ste-Marie,28195,49.3,0,57228
Jonquière,Conservative,Fanny,Boulanger,15319,30.2,0,50685
Jonquière,NDP-New Democratic Party,Lise,Garon,931,1.8,0,50685
Jonquière,People's Party - PPC,Patrick,Gaudreault,514,1,0,50685
Jonquière,Bloc Québécois,Mario,Simard,20262,40,0,50685
Jonquière,Liberal,William,Van Tassel,13209,26.1,0,50685
Jonquière,Green Party,Marie-Josée,Yelle,450,0.9,0,50685
La Pointe-de-l'Île,Bloc Québécois,Mario,Beaulieu,22678,43,0,52694
La Pointe-de-l'Île,NDP-New Democratic Party,Ghada,Chaabi,2262,4.3,0,52694
La Pointe-de-l'Île,Green Party,Olivier,Huard,974,1.8,0,52694
La Pointe-de-l'Île,Liberal,Viviane,Minko,19803,37.6,0,52694
La Pointe-de-l'Île,Conservative,Violetta,Potapova,6796,12.9,0,52694
La Pointe-de-l'Île,Marxist-Leninist,Geneviève,Royer,181,0.3,0,52694
La Prairie--Atateken,NDP-New Democratic Party,Mathieu,Boisvert,1578,2.4,0,66771
La Prairie--Atateken,People's Party - PPC,Ruth,Fontaine,367,0.5,0,66771
La Prairie--Atateken,Green Party,Barbara,Joannette,659,1,0,66771
La Prairie--Atateken,Conservative,Dave,Pouliot,11508,17.2,0,66771
La Prairie--Atateken,Liberal,Jacques,Ramsay,29439,44.1,0,66771
La Prairie--Atateken,Bloc Québécois,Alain,Therrien,23220,34.8,0,66771
Lac-Saint-Jean,Conservative,Dave,Blackburn,11787,24.7,0,47751
Lac-Saint-Jean,NDP-New Democratic Party,Hugues,Boily-Maltais,819,1.7,0,47751
Lac-Saint-Jean,People's Party - PPC,Lorie,Bouchard,539,1.1,0,47751
Lac-Saint-Jean,Bloc Québécois,Alexis,Brunelle-Duceppe,22069,46.2,0,47751
Lac-Saint-Jean,Liberal,Denis,Lemieux,12537,26.3,0,47751
Lac-Saint-Louis,People's Party - PPC,Mathieu,Dufort,466,0.7,0,63287
Lac-Saint-Louis,NDP-New Democratic Party,Gregory,Evdokias,1865,2.9,0,63287
Lac-Saint-Louis,Bloc Québécois,Tommy,Fournier,2300,3.6,0,63287
Lac-Saint-Louis,Green Party,Raymond,Frizzell,910,1.4,0,63287
Lac-Saint-Louis,Conservative,Matthew,Rusniak,15001,23.7,0,63287
Lac-Saint-Louis,Liberal,Francis,Scarpaleggia,42745,67.5,0,63287
LaSalle--Émard--Verdun,Green Party,Bisma,Ansari,1290,2.4,0,53538
LaSalle--Émard--Verdun,Marxist-Leninist,Normand,Chouinard,81,0.2,0,53538
LaSalle--Émard--Verdun,Parti Rhinocéros Party,Frédéric,Dénommé,198,0.4,0,53538
LaSalle--Émard--Verdun,Conservative,Zsolt,Fischer,7388,13.8,0,53538
LaSalle--Émard--Verdun,Liberal,Claude,Guay,27144,50.7,0,53538
LaSalle--Émard--Verdun,Centrist,Fang,Hu,60,0.1,0,53538
LaSalle--Émard--Verdun,Communist,Manuel,Johnson,135,0.3,0,53538
LaSalle--Émard--Verdun,NDP-New Democratic Party,Craig,Sauvé,5568,10.4,0,53538
LaSalle--Émard--Verdun,Bloc Québécois,Louis-Philippe,Sauvé,11389,21.3,0,53538
LaSalle--Émard--Verdun,People's Party - PPC,Gregory,Yablunovsky,285,0.5,0,53538
Laurentides--Labelle,People's Party - PPC,Amélie,Charbonneau,755,1.4,0,53374
Laurentides--Labelle,Bloc Québécois,Marie-Hélène,Gaudreau,23859,44.7,0,53374
Laurentides--Labelle,Green Party,Michel,Le Comte,870,1.6,0,53374
Laurentides--Labelle,NDP-New Democratic Party,Michel,Noël De Tilly,1346,2.5,0,53374
Laurentides--Labelle,Conservative,Daniel,Paquette,7959,14.9,0,53374
Laurentides--Labelle,Liberal,Emrick,Vienneau,18585,34.8,0,53374
Laurier--Sainte-Marie,People's Party - PPC,Eugène,Duplessis,246,0.5,0,51974
Laurier--Sainte-Marie,Conservative,Mathieu,Fournier,4743,9.1,0,51974
Laurier--Sainte-Marie,Liberal,Steven,Guilbeault,27013,52,0,51974
Laurier--Sainte-Marie,Marxist-Leninist,Michel,Labelle,276,0.5,0,51974
Laurier--Sainte-Marie,Bloc Québécois,Emmanuel,Lapierre,8026,15.4,0,51974
Laurier--Sainte-Marie,Independent,Simon-Pierre,Lauzon,59,0.1,0,51974
Laurier--Sainte-Marie,NDP-New Democratic Party,Nimâ,Machouf,9805,18.9,0,51974
Laurier--Sainte-Marie,Independent,Dimitri,Mourkes,38,0.1,0,51974
Laurier--Sainte-Marie,Green Party,Dylan,Perceval-Maxwell,1453,2.8,0,51974
Laurier--Sainte-Marie,Parti Rhinocéros Party,Chantal,Poulin,198,0.4,0,51974
Laurier--Sainte-Marie,Communist,Adrien,Welsh,117,0.2,0,51974
Laval--Les Îles,Bloc Québécois,Catherine,Dansereau-Redhead,8318,14.6,0,56935
Laval--Les Îles,Liberal,Fayçal,El-Khoury,28303,49.7,0,56935
Laval--Les Îles,NDP-New Democratic Party,Étienne,Loiselle-Schiettekatte,1963,3.4,0,56935
Laval--Les Îles,Conservative,Konstantinos,Merakos,18351,32.2,0,56935
Les Pays-d'en-Haut,NDP-New Democratic Party,Eric-Abel,Baland,1498,2.3,0,65626
Les Pays-d'en-Haut,Bloc Québécois,Ariane,Charbonneau,23713,36.1,0,65626
Les Pays-d'en-Haut,Conservative,Vincent,Leroux,11844,18,0,65626
Les Pays-d'en-Haut,People's Party - PPC,George,Mogiljansky,658,1,0,65626
Les Pays-d'en-Haut,Green Party,Karine,Steinberger,1040,1.6,0,65626
Les Pays-d'en-Haut,Liberal,Tim,Watchorn,26873,40.9,0,65626
Lévis--Lotbinière,NDP-New Democratic Party,Molly,Cornish,1612,2.3,0,68774
Lévis--Lotbinière,Liberal,Ghislain,Daigle,20093,29.2,0,68774
Lévis--Lotbinière,Conservative,Jacques,Gourde,32959,47.9,0,68774
Lévis--Lotbinière,Bloc Québécois,Pierre,Julien,13421,19.5,0,68774
Lévis--Lotbinière,People's Party - PPC,Pier-Olivier,Roy,689,1,0,68774
Longueuil--Charles-LeMoyne,Parti Rhinocéros Party,Donald,Gagnon,389,0.8,0,51135
Longueuil--Charles-LeMoyne,NDP-New Democratic Party,Marie-Andrée,Gravel,2849,5.6,0,51135
Longueuil--Charles-LeMoyne,Bloc Québécois,Beritan,Oerde,13566,26.5,0,51135
Longueuil--Charles-LeMoyne,People's Party - PPC,Tiny,Olinga,436,0.9,0,51135
Longueuil--Charles-LeMoyne,Conservative,Terry,Roberts,8777,17.2,0,51135
Longueuil--Charles-LeMoyne,Liberal,Sherry,Romanado,25118,49.1,0,51135
Longueuil--Saint-Hubert,NDP-New Democratic Party,Nesrine,Benhadj,3029,5.1,0,59138
Longueuil--Saint-Hubert,Conservative,Martine,Boucher,8480,14.3,0,59138
Longueuil--Saint-Hubert,Liberal,Natilien,Joseph,24189,40.9,0,59138
Longueuil--Saint-Hubert,Bloc Québécois,Denis,Trudel,23440,39.6,0,59138
Louis-Hébert,Conservative,Claude,Dussault,12225,20.2,0,60578
Louis-Hébert,Liberal,Joël,Lightbound,33547,55.4,0,60578
Louis-Hébert,NDP-New Democratic Party,Jean-Paul,Lussiaà-Berdou,1540,2.5,0,60578
Louis-Hébert,People's Party - PPC,Vatthana,Maholy,335,0.6,0,60578
Louis-Hébert,Bloc Québécois,Valérie,Savard,12931,21.3,0,60578
Louis-Saint-Laurent--Akiawenhrahk,Conservative,Gérard,Deltell,29521,44.9,0,65811
Louis-Saint-Laurent--Akiawenhrahk,NDP-New Democratic Party,Colette,Ducharme,1607,2.4,0,65811
Louis-Saint-Laurent--Akiawenhrahk,People's Party - PPC,Anthony,Leclerc,527,0.8,0,65811
Louis-Saint-Laurent--Akiawenhrahk,Liberal,Rhode-Malaure,Pierre,21693,33,0,65811
Louis-Saint-Laurent--Akiawenhrahk,Bloc Québécois,Martin,Trudel,12463,18.9,0,65811
Marc-Aurèle-Fortin,NDP-New Democratic Party,Alexandrah,Cardona-Fortin,2152,3.7,0,57804
Marc-Aurèle-Fortin,Liberal,Carlos,Leitão,30161,52.2,0,57804
Marc-Aurèle-Fortin,Conservative,Janina,Moran,11900,20.6,0,57804
Marc-Aurèle-Fortin,Bloc Québécois,Claude,Tousignant,13591,23.5,0,57804
Mégantic--L'Érable--Lotbinière,Conservative,Luc,Berthold,34418,58.7,0,58608
Mégantic--L'Érable--Lotbinière,NDP-New Democratic Party,Gabriel,D'Astous,1086,1.9,0,58608
Mégantic--L'Érable--Lotbinière,Christian Heritage Party,Yves,Gilbert,224,0.4,0,58608
Mégantic--L'Érable--Lotbinière,Bloc Québécois,Réjean,Hurteau,9579,16.3,0,58608
Mégantic--L'Érable--Lotbinière,Liberal,Charles,Mckaig,12585,21.5,0,58608
Mégantic--L'Érable--Lotbinière,People's Party - PPC,Marek,Spacek,716,1.2,0,58608
Mirabel,NDP-New Democratic Party,Albert,Batten,1417,2.6,0,55192
Mirabel,Conservative,Serge,Dubord,12335,22.3,0,55192
Mirabel,Liberal,Robert,Fleming,18308,33.2,0,55192
Mirabel,Bloc Québécois,Jean-Denis,Garon,21958,39.8,0,55192
Mirabel,Green Party,Mario,Guay,783,1.4,0,55192
Mirabel,People's Party - PPC,Christian,Montpetit,391,0.7,0,55192
Mount Royal,NDP-New Democratic Party,Adam,Frank,2353,4.7,0,50020
Mount Royal,Liberal,Anthony,Housefather,25543,51.1,0,50020
Mount Royal,Marxist-Leninist,Diane,Johnston,216,0.4,0,50020
Mount Royal,Bloc Québécois,Yegor,Komarov,1671,3.3,0,50020
Mount Royal,Conservative,Neil,Oberman,20237,40.5,0,50020
Mont-Saint-Bruno--L'Acadie,Conservative,Nicolas,Godin,9275,13.6,0,68245
Mont-Saint-Bruno--L'Acadie,Green Party,Maria,Korpijaakko,825,1.2,0,68245
Mont-Saint-Bruno--L'Acadie,NDP-New Democratic Party,Mirabelle,Leins,1843,2.7,0,68245
Mont-Saint-Bruno--L'Acadie,Liberal,Bienvenu-Olivier,Ntumba,32039,46.9,0,68245
Mont-Saint-Bruno--L'Acadie,People's Party - PPC,Patrick,Rochon,397,0.6,0,68245
Mont-Saint-Bruno--L'Acadie,Bloc Québécois,Noémie,Rouillard,23866,35,0,68245
Montcalm,Liberal,Fatima,Badran,15769,27,0,58509
Montcalm,Conservative,Jean-Sébastien,Lepage,13589,23.2,0,58509
Montcalm,NDP-New Democratic Party,Denis,Perreault,1883,3.2,0,58509
Montcalm,Bloc Québécois,Luc,Thériault,27268,46.6,0,58509
Montmorency--Charlevoix,NDP-New Democratic Party,Gérard,Briand,907,1.5,0,59144
Montmorency--Charlevoix,People's Party - PPC,Bart,Cortenbach,357,0.6,0,59144
Montmorency--Charlevoix,Bloc Québécois,Caroline,Desbiens,19697,33.3,0,59144
Montmorency--Charlevoix,Conservative,Gabriel,Hardy,20493,34.6,0,59144
Montmorency--Charlevoix,Liberal,Alex,Ouellet-Bélanger,17110,28.9,0,59144
Montmorency--Charlevoix,Green Party,Élie,Prud'Homme-Tessier,580,1,0,59144
Notre-Dame-de-Grâce--Westmount,Bloc Québécois,Félix-Antoine,Brault,2644,5,0,53365
Notre-Dame-de-Grâce--Westmount,Green Party,Arnold,Downey,1323,2.5,0,53365
Notre-Dame-de-Grâce--Westmount,Conservative,Neil,Drabkin,10517,19.7,0,53365
Notre-Dame-de-Grâce--Westmount,Liberal,Anna,Gainey,34116,63.9,0,53365
Notre-Dame-de-Grâce--Westmount,Parti Rhinocéros Party,Stephen,Hensley,126,0.2,0,53365
Notre-Dame-de-Grâce--Westmount,Marxist-Leninist,Rachel,Hoffman,162,0.3,0,53365
Notre-Dame-de-Grâce--Westmount,NDP-New Democratic Party,Malcolm,Lewis-Richmond,3954,7.4,0,53365
Notre-Dame-de-Grâce--Westmount,Independent,Alex Trainman,Montagano,264,0.5,0,53365
Notre-Dame-de-Grâce--Westmount,People's Party - PPC,Marc,Perez,259,0.5,0,53365
Outremont,Liberal,Rachel,Bendayan,26024,55.2,0,47142
Outremont,Bloc Québécois,Rémi,Lebeuf,5644,12,0,47142
Outremont,Green Party,Jonathan,Pedneault,4539,9.6,0,47142
Outremont,NDP-New Democratic Party,Ève,Péclet,5024,10.7,0,47142
Outremont,Conservative,Ronan,Reich,5911,12.5,0,47142
Papineau,People's Party - PPC,Noah,Cherney,443,1,0,45874
Papineau,Marxist-Leninist,Garnet,Colly,206,0.4,0,45874
Papineau,Communist,Stéphane,Doucet,314,0.7,0,45874
Papineau,Bloc Québécois,Sophy,Forget Bélec,7643,16.7,0,45874
Papineau,Liberal,Marjorie,Michel,24240,52.8,0,45874
Papineau,NDP-New Democratic Party,Niall,Ricardo,7542,16.4,0,45874
Papineau,Conservative,Julio,Rivera,4808,10.5,0,45874
Papineau,Parti Rhinocéros Party,Xavier,Watso,678,1.5,0,45874
Pierre-Boucher--Les Patriotes--Verchères,Bloc Québécois,Xavier,Barsalou-Duval,28764,46.1,0,62445
Pierre-Boucher--Les Patriotes--Verchères,People's Party - PPC,Alexandre,Blais,528,0.8,0,62445
Pierre-Boucher--Les Patriotes--Verchères,NDP-New Democratic Party,Jean-François,Filion,1541,2.5,0,62445
Pierre-Boucher--Les Patriotes--Verchères,Conservative,Vincent,Kunda,7405,11.9,0,62445
Pierre-Boucher--Les Patriotes--Verchères,Liberal,Laurent,de Casanove,24207,38.8,0,62445
Pierrefonds--Dollard,Bloc Québécois,Katrina,Archambault,3091,5.4,0,57021
Pierrefonds--Dollard,Independent,Shahid,Khan,277,0.5,0,57021
Pierrefonds--Dollard,NDP-New Democratic Party,Kakou Richard,Kouassi,1597,2.8,0,57021
Pierrefonds--Dollard,No Affiliation,Eyad,Mobayed,55,0.1,0,57021
Pierrefonds--Dollard,People's Party - PPC,Gordon,Nash,334,0.6,0,57021
Pierrefonds--Dollard,Conservative,Tanya,Toledano,17437,30.6,0,57021
Pierrefonds--Dollard,Liberal,Sameer,Zuberi,34230,60,0,57021
Pontiac--Kitigan Zibi,Green Party,Claude,Bertrand,750,1.3,0,58838
Pontiac--Kitigan Zibi,Liberal,Sophie,Chatel,32149,54.6,0,58838
Pontiac--Kitigan Zibi,People's Party - PPC,Todd,Hoffman,676,1.1,0,58838
Pontiac--Kitigan Zibi,Conservative,Brian,Nolan,16174,27.5,0,58838
Pontiac--Kitigan Zibi,Bloc Québécois,Suzanne,Proulx,6099,10.4,0,58838
Pontiac--Kitigan Zibi,NDP-New Democratic Party,Gilbert W.,Whiteduck,2990,5.1,0,58838
Portneuf--Jacques-Cartier,NDP-New Democratic Party,Félix,Couture,1034,1.6,0,64870
Portneuf--Jacques-Cartier,People's Party - PPC,Simon,Frenette,527,0.8,0,64870
Portneuf--Jacques-Cartier,Conservative,Joël,Godin,32094,49.5,0,64870
Portneuf--Jacques-Cartier,Bloc Québécois,Christian,Hébert,11606,17.9,0,64870
Portneuf--Jacques-Cartier,Liberal,Antonin,Leroux,18824,29,0,64870
Portneuf--Jacques-Cartier,Green Party,Johann,Queffelec,785,1.2,0,64870
Québec Centre,People's Party - PPC,Daniel,Brisson,2818,5,0,56316
Québec Centre,NDP-New Democratic Party,Tommy,Bureau,4400,7.8,0,56316
Québec Centre,Bloc Québécois,Simon,Bérubé,20199,35.9,0,56316
Québec Centre,Liberal,Jean-Yves,Duclos,27879,49.5,0,56316
Québec Centre,Independent,Patrick,Kerr,1020,1.8,0,56316
Repentigny,Bloc Québécois,Patrick,Bonin,26528,42.1,0,62959
Repentigny,Conservative,Charles,Champagne,9593,15.2,0,62959
Repentigny,NDP-New Democratic Party,Nathalie,Gagnon,1722,2.7,0,62959
Repentigny,People's Party - PPC,Benoit,Lanoue,384,0.6,0,62959
Repentigny,Independent,Ednal,Marc,314,0.5,0,62959
Repentigny,Liberal,Pierre Richard,Thomas,24418,38.8,0,62959
Richmond--Arthabaska,Parti Rhinocéros Party,Réal,Batrhino Martel,458,0.7,0,62549
Richmond--Arthabaska,NDP-New Democratic Party,Nataël,Bureau,1242,2,0,62549
Richmond--Arthabaska,People's Party - PPC,Philippe,D'Arcangeli,707,1.1,0,62549
Richmond--Arthabaska,Independent,Henri,Donascimento,224,0.4,0,62549
Richmond--Arthabaska,Bloc Québécois,Daniel,Lebel,17085,27.3,0,62549
Richmond--Arthabaska,Conservative,Eric,Lefebvre,22206,35.5,0,62549
Richmond--Arthabaska,Liberal,Alain,Saint-Pierre,20627,33,0,62549
Rimouski--La Matapédia,Independent,Raphaël,Arsenault,242,0.4,0,53998
Rimouski--La Matapédia,Bloc Québécois,Maxime,Blanchette-Joncas,24949,46.2,0,53998
Rimouski--La Matapédia,Independent,Noémi,Bureau-Civil,614,1.1,0,53998
Rimouski--La Matapédia,People's Party - PPC,Taraneh,Javanbakht,338,0.6,0,53998
Rimouski--La Matapédia,Conservative,Nancy,Joannette,7293,13.5,0,53998
Rimouski--La Matapédia,Independent,Tommy,Lefebvre,99,0.2,0,53998
Rimouski--La Matapédia,Parti Rhinocéros Party,Lysane,Picker-Paquin,295,0.5,0,53998
Rimouski--La Matapédia,Liberal,Alexander,Reford,19194,35.5,0,53998
Rimouski--La Matapédia,NDP-New Democratic Party,Salomé,Salvain,974,1.8,0,53998
Rivière-des-Mille-Îles,Bloc Québécois,Luc,Desilets,19669,32.9,0,59779
Rivière-des-Mille-Îles,Independent,Michel,Genois,184,0.3,0,59779
Rivière-des-Mille-Îles,NDP-New Democratic Party,Joseph,Hakizimana,1270,2.1,0,59779
Rivière-des-Mille-Îles,Liberal,Linda,Lapointe,27218,45.5,0,59779
Rivière-des-Mille-Îles,Conservative,Elia,Lopez,10398,17.4,0,59779
Rivière-des-Mille-Îles,People's Party - PPC,David,Santamaria Quiceno,306,0.5,0,59779
Rivière-des-Mille-Îles,Green Party,Alec,Ware,734,1.2,0,59779
Rivière-du-Nord,Bloc Québécois,Rhéal,Fortin,25372,43.7,0,58045
Rivière-du-Nord,NDP-New Democratic Party,Christel,Marchand,2050,3.5,0,58045
Rivière-du-Nord,Conservative,Patricia,Morrissette,12244,21.1,0,58045
Rivière-du-Nord,Liberal,Mary-Helen,Walton,18379,31.7,0,58045
Rosemont--La Petite-Patrie,NDP-New Democratic Party,Alexandre,Boulerice,23795,40.6,0,58609
Rosemont--La Petite-Patrie,Bloc Québécois,Olivier,Gignac,11059,18.9,0,58609
Rosemont--La Petite-Patrie,Green Party,Benoît,Morham,1344,2.3,0,58609
Rosemont--La Petite-Patrie,Conservative,Laetitia,Tchatat,4005,6.8,0,58609
Rosemont--La Petite-Patrie,Liberal,Jean-Sébastien,Vallée,18406,31.4,0,58609
Saint-Hyacinthe--Bagot--Acton,Liberal,Mélanie,Bédard,19220,33.5,0,57334
Saint-Hyacinthe--Bagot--Acton,Conservative,Gaëtan,Deschênes,10339,18,0,57334
Saint-Hyacinthe--Bagot--Acton,Green Party,Martin,Grenier,795,1.4,0,57334
Saint-Hyacinthe--Bagot--Acton,People's Party - PPC,Sylvain,Pariseau,431,0.8,0,57334
Saint-Hyacinthe--Bagot--Acton,NDP-New Democratic Party,Raymonde,Plamondon,1387,2.4,0,57334
Saint-Hyacinthe--Bagot--Acton,Bloc Québécois,Simon-Pierre,Savard-Tremblay,25162,43.9,0,57334
Saint-Jean,Liberal,Patrick,Agbokou,21999,34.3,0,64187
Saint-Jean,People's Party - PPC,Tchad,Deschenes,624,1,0,64187
Saint-Jean,NDP-New Democratic Party,Danielle,Dubuc,1650,2.6,0,64187
Saint-Jean,Conservative,Marie,Louis-Seize,10483,16.3,0,64187
Saint-Jean,Bloc Québécois,Christine,Normandin,28393,44.2,0,64187
Saint-Jean,Green Party,Vincent,Piette,1038,1.6,0,64187
Saint-Laurent,NDP-New Democratic Party,Ryan,Byrne,1985,4.5,0,44087
Saint-Laurent,Green Party,Richard,Chambers,703,1.6,0,44087
Saint-Laurent,People's Party - PPC,Manon,Chevalier,349,0.8,0,44087
Saint-Laurent,Marxist-Leninist,Fernand,Deschamps,137,0.3,0,44087
Saint-Laurent,Bloc Québécois,Marielle,Gendron,2515,5.7,0,44087
Saint-Laurent,Liberal,Emmanuella,Lambropoulos,26020,59,0,44087
Saint-Laurent,Conservative,Richard,Serour,12378,28.1,0,44087
Saint-Léonard--Saint-Michel,NDP-New Democratic Party,Marwan,El Attar,2450,6,0,41015
Saint-Léonard--Saint-Michel,Conservative,Panagiota,Koroneos,8417,20.5,0,41015
Saint-Léonard--Saint-Michel,Liberal,Patricia,Lattanzio,26823,65.4,0,41015
Saint-Léonard--Saint-Michel,Bloc Québécois,Laurie,Lelacheur,2938,7.2,0,41015
Saint-Léonard--Saint-Michel,People's Party - PPC,Caroline,Mailloux,387,0.9,0,41015
Saint-Maurice--Champlain,Conservative,Pierre-Augustin,Allard,15322,24.4,0,62728
Saint-Maurice--Champlain,Bloc Québécois,Thierry,Bilodeau,13381,21.3,0,62728
Saint-Maurice--Champlain,Liberal,François-Philippe,Champagne,31387,50,0,62728
Saint-Maurice--Champlain,Parti Rhinocéros Party,Dji-Pé,Frazer,253,0.4,0,62728
Saint-Maurice--Champlain,NDP-New Democratic Party,Nathalie,Garceau,1224,2,0,62728
Saint-Maurice--Champlain,Green Party,Marie-Claude,Gaudet,705,1.1,0,62728
Saint-Maurice--Champlain,People's Party - PPC,David,Rioux,456,0.7,0,62728
Shefford,Liberal,Felix,Dionne,26155,38.9,0,67169
Shefford,NDP-New Democratic Party,Patrick,Jasmin,1558,2.3,0,67169
Shefford,Bloc Québécois,Andréanne,Larouche,26726,39.8,0,67169
Shefford,People's Party - PPC,Susanne,Lefebvre,789,1.2,0,67169
Shefford,Conservative,James,Seale,11941,17.8,0,67169
Sherbrooke,Liberal,Élisabeth,Brière,31289,51.4,0,60931
Sherbrooke,NDP-New Democratic Party,Jean-Pierre,Fortier,3516,5.8,0,60931
Sherbrooke,People's Party - PPC,Alexandre,Lépine,576,0.9,0,60931
Sherbrooke,Green Party,Kevin,McKenna,1383,2.3,0,60931
Sherbrooke,Conservative,Esteban,Méndez-Hord,7983,13.1,0,60931
Sherbrooke,Bloc Québécois,Pierre-Étienne,Rouillard,16184,26.6,0,60931
Terrebonne,Liberal,Tatiana,Auguste,23296,38.7,0,60130
Terrebonne,NDP-New Democratic Party,Maxime,Beaudoin,1552,2.6,0,60130
Terrebonne,People's Party - PPC,Maria,Cantore,446,0.7,0,60130
Terrebonne,Conservative,Adrienne,Charles,10938,18.2,0,60130
Terrebonne,Green Party,Benjamin,Rankin,637,1.1,0,60130
Terrebonne,Bloc Québécois,Nathalie,Sinclair-Desgagné,23261,38.7,0,60130
Thérèse-De Blainville,Conservative,Julie,Bergeron,12044,18.8,0,64141
Thérèse-De Blainville,Liberal,Madeleine,Chenette,29368,45.8,0,64141
Thérèse-De Blainville,Bloc Québécois,Marie-Noëlle,Closson-Duquette,20706,32.3,0,64141
Thérèse-De Blainville,NDP-New Democratic Party,Michel,Lacroix,1579,2.5,0,64141
Thérèse-De Blainville,People's Party - PPC,Chantal,Lavoie,444,0.7,0,64141
Trois-Rivières,Liberal,Caroline,Desrochers,25137,41,0,61321
Trois-Rivières,Parti Rhinocéros Party,Mathieu,Doyon,234,0.4,0,61321
Trois-Rivières,Conservative,Yves,Levesque,16708,27.2,0,61321
Trois-Rivières,People's Party - PPC,Yan,Patry,320,0.5,0,61321
Trois-Rivières,NDP-New Democratic Party,Matthew,Sévigny,1431,2.3,0,61321
Trois-Rivières,Green Party,David,Turcotte,569,0.9,0,61321
Trois-Rivières,Bloc Québécois,René,Villemure,16922,27.6,0,61321
Vaudreuil,Conservative,Thomas,Barré,16095,22.9,0,70283
Vaudreuil,People's Party - PPC,Jean,Boily,541,0.8,0,70283
Vaudreuil,NDP-New Democratic Party,Kalden,Dhatsenpa,1589,2.3,0,70283
Vaudreuil,Green Party,Dave,Hamelin-Schuilenburg,948,1.3,0,70283
Vaudreuil,Bloc Québécois,Christopher,Massé,10436,14.8,0,70283
Vaudreuil,Liberal,Peter,Schiefke,40674,57.9,0,70283
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Parti Rhinocéros Party,Giovanni,Di Placido,204,0.4,0,46181
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,NDP-New Democratic Party,Suzanne,Dufresne,2795,6.1,0,46181
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Bloc Québécois,Kevin,Majaducon,4235,9.2,0,46181
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Liberal,Marc,Miller,29248,63.3,0,46181
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Green Party,Nathe,Perrone,976,2.1,0,46181
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Conservative,Steve,Shanahan,8723,18.9,0,46181
Vimy,Conservative,Grace,Daou,12300,24.7,0,49823
Vimy,Liberal,Annie,Koutrakis,26565,53.3,0,49823
Vimy,NDP-New Democratic Party,Cindy,Mercer,2425,4.9,0,49823
Vimy,Bloc Québécois,Alicia,Parenteau-Malakhanian,8533,17.1,0,49823
Ajax,Centrist,Faisal,Ali,649,1,0,65684
Ajax,Conservative,Greg,Brady,25663,39.1,0,65684
Ajax,NDP-New Democratic Party,Kyle,Forster,1762,2.7,0,65684
Ajax,Liberal,Jennifer,McKelvie,36998,56.3,0,65684
Ajax,Green Party,Leigh,Paulseth,612,0.9,0,65684
Algonquin--Renfrew--Pembroke,United Party of Canada (UP),Randy,Briand,907,1.4,0,67052
Algonquin--Renfrew--Pembroke,Conservative,Cheryl,Gallant,37370,55.7,0,67052
Algonquin--Renfrew--Pembroke,NDP-New Democratic Party,Eileen,Jones-Whyte,2468,3.7,0,67052
Algonquin--Renfrew--Pembroke,Independent,Stefan,Klietsch,121,0.2,0,67052
Algonquin--Renfrew--Pembroke,Independent,Seth,Malina,229,0.3,0,67052
Algonquin--Renfrew--Pembroke,Liberal,Cyndi,Mills,25338,37.8,0,67052
Algonquin--Renfrew--Pembroke,Green Party,Danilo,Velasquez,619,0.9,0,67052
Aurora--Oak Ridges--Richmond Hill,NDP-New Democratic Party,Danielle,Maniuk,834,1.3,0,61837
Aurora--Oak Ridges--Richmond Hill,Conservative,Costas,Menegakis,32518,52.6,0,61837
Aurora--Oak Ridges--Richmond Hill,Green Party,Tom,Muench,1769,2.9,0,61837
Aurora--Oak Ridges--Richmond Hill,Liberal,Leah,Taylor Roy,26461,42.8,0,61837
Aurora--Oak Ridges--Richmond Hill,People's Party - PPC,Igor,Tvorogov,255,0.4,0,61837
Barrie South--Innisfil,Conservative,John,Brassard,38843,57.8,0,67254
Barrie South--Innisfil,NDP-New Democratic Party,Andrew,Harrigan,2130,3.2,0,67254
Barrie South--Innisfil,Liberal,John,Olthuis,25547,38,0,67254
Barrie South--Innisfil,People's Party - PPC,Mark,Sampson,734,1.1,0,67254
Barrie--Springwater--Oro-Medonte,Conservative,Doug,Shipley,33950,51.7,0,65715
Barrie--Springwater--Oro-Medonte,Communist,Michael,Speers,917,1.4,0,65715
Barrie--Springwater--Oro-Medonte,Green Party,Greg,Taylor,897,1.4,0,65715
Barrie--Springwater--Oro-Medonte,NDP-New Democratic Party,Gabriela,Trujillo,1560,2.4,0,65715
Barrie--Springwater--Oro-Medonte,Liberal,Rose,Zacharias,28391,43.2,0,65715
Bay of Quinte,Green Party,Erica,Charlton,833,1.3,0,65174
Bay of Quinte,NDP-New Democratic Party,Kate,Crothers,2373,3.6,0,65174
Bay of Quinte,Liberal,Chris,Malette,32844,50.4,0,65174
Bay of Quinte,Conservative,Ryan,Williams,29124,44.7,0,65174
Beaches--East York,NDP-New Democratic Party,Shannon,Devine,4027,6.9,0,58753
